"","value","est","lambda","type"
"534",0.107564471943075,"Glasso","115","MAE"
"535",0.111423824280557,"Glasso","115","MAE"
"536",0.0964747907219571,"Glasso","115","MAE"
"537",0.128331700710544,"Glasso","115","MAE"
"538",0.128752877593896,"Glasso","115","MAE"
"539",0.12794293599337,"Glasso","115","MAE"
"540",0.0939039917702821,"Glasso","115","MAE"
"541",0.127077643281133,"Glasso","115","MAE"
"542",0.128752877593896,"Glasso","115","MAE"
"543",0.127821934564208,"Glasso","115","MAE"
"544",0.102308875590418,"Glasso","115","MAE"
"545",0.128752877593896,"Glasso","115","MAE"
"546",0.128752877593896,"Glasso","115","MAE"
"547",0.112630043555024,"Glasso","115","MAE"
"548",0.128752877593896,"Glasso","115","MAE"
"549",0.128752877593896,"Glasso","115","MAE"
"550",0.128752877593896,"Glasso","115","MAE"
"551",0.127274345037109,"Glasso","115","MAE"
"552",0.128294851151121,"Glasso","115","MAE"
"553",0.128752877593896,"Glasso","115","MAE"
"554",0.128752877593896,"Glasso","115","MAE"
"555",0.111282329351685,"Glasso","115","MAE"
"556",0.128752877593896,"Glasso","115","MAE"
"557",0.11949121193755,"Glasso","115","MAE"
"558",0.123747554203777,"Glasso","115","MAE"
"559",0.103895183159308,"Glasso","115","MAE"
"560",0.128752877593896,"Glasso","115","MAE"
"561",0.120515095089008,"Glasso","195","MAE"
"562",0.113609352485881,"Glasso","195","MAE"
"563",0.12068377653481,"Glasso","195","MAE"
"564",0.120204100795308,"Glasso","195","MAE"
"565",0.0959973644212589,"Glasso","195","MAE"
"566",0.11962755467448,"Glasso","195","MAE"
"567",0.119943765950993,"Glasso","195","MAE"
"568",0.118908099651526,"Glasso","195","MAE"
"569",0.120378081058759,"Glasso","195","MAE"
"570",0.120474776478228,"Glasso","195","MAE"
"571",0.107048597363264,"Glasso","195","MAE"
"572",0.120341460583199,"Glasso","195","MAE"
"573",0.108460776491315,"Glasso","195","MAE"
"574",0.12068377653481,"Glasso","195","MAE"
"575",0.119624154829282,"Glasso","195","MAE"
"576",0.12068377653481,"Glasso","195","MAE"
"577",0.120527923689286,"Glasso","195","MAE"
"578",0.120313485072997,"Glasso","195","MAE"
"579",0.120527985043516,"Glasso","195","MAE"
"580",0.12068377653481,"Glasso","195","MAE"
"581",0.103492496542161,"Glasso","195","MAE"
"582",0.113862393863692,"Glasso","195","MAE"
"583",0.118750334199762,"Glasso","195","MAE"
"584",0.119517815991375,"Glasso","195","MAE"
"585",0.106567149646783,"Glasso","195","MAE"
"586",0.119913575152423,"Glasso","195","MAE"
"587",0.12068377653481,"Glasso","195","MAE"
"588",0.12068377653481,"Glasso","195","MAE"
"589",0.120104927030037,"Glasso","195","MAE"
"590",0.12068377653481,"Glasso","195","MAE"
"591",0.12068377653481,"Glasso","195","MAE"
"592",0.0990985582533202,"Glasso","195","MAE"
"593",0.12068377653481,"Glasso","195","MAE"
"594",0.12068377653481,"Glasso","195","MAE"
"595",0.120379822097973,"Glasso","195","MAE"
"596",0.111305668468636,"Glasso","195","MAE"
